"iteration","lambda","gamma1","gamma2","sigma1","sigma2","zeta1","zeta2","tau"
8906,0.3422605046,-0.2139692485,0.4682180096,1.059424383,0.9761842599,-0.5044614153,-0.1551355237,-0.290330607
8907,0.3422605046,-0.2139692485,0.4682180096,1.059424383,0.9761842599,-0.5044614153,-0.1551355237,-0.290330607
8908,0.3422605046,-0.2139692485,0.4682180096,1.059424383,0.9761842599,-0.5044614153,-0.1551355237,-0.290330607
8909,0.3422605046,-0.2139692485,0.4682180096,1.059424383,0.9761842599,-0.5044614153,-0.1551355237,-0.290330607
8910,0.3422605046,-0.2139692485,0.4682180096,1.059424383,0.9761842599,-0.5044614153,-0.1551355237,-0.290330607
8911,0.3422605046,-0.2139692485,0.4682180096,1.059424383,0.9761842599,-0.5044614153,-0.1551355237,-0.290330607
8912,0.3422605046,-0.2139692485,0.4682180096,1.059424383,0.9761842599,-0.5044614153,-0.1551355237,-0.290330607
8913,0.3422605046,-0.2139692485,0.4682180096,1.059424383,0.9761842599,-0.5044614153,-0.1551355237,-0.290330607
8914,0.3422605046,-0.2139692485,0.4682180096,1.059424383,0.9761842599,-0.5044614153,-0.1551355237,-0.290330607
8915,0.3422605046,-0.2139692485,0.4682180096,1.059424383,0.9761842599,-0.5044614153,-0.1551355237,-0.290330607
8916,0.3422605046,-0.2139692485,0.4682180096,1.059424383,0.9761842599,-0.5044614153,-0.1551355237,-0.290330607
8917,0.3422605046,-0.2139692485,0.4682180096,1.059424383,0.9761842599,-0.5044614153,-0.1551355237,-0.290330607
8918,0.3422605046,-0.2139692485,0.4682180096,1.059424383,0.9761842599,-0.5044614153,-0.1551355237,-0.290330607
8919,0.3422605046,-0.2139692485,0.4682180096,1.059424383,0.9761842599,-0.5044614153,-0.1551355237,-0.290330607
8920,0.3422605046,-0.2139692485,0.4682180096,1.059424383,0.9761842599,-0.5044614153,-0.1551355237,-0.290330607
8921,0.3422605046,-0.2139692485,0.4682180096,1.059424383,0.9761842599,-0.5044614153,-0.1551355237,-0.290330607
8922,0.3422605046,-0.2139692485,0.4682180096,1.059424383,0.9761842599,-0.5044614153,-0.1551355237,-0.290330607
8923,0.3377100887,-0.2424576361,0.4649740368,1.056619148,0.9786624602,-0.4977567988,-0.1457221184,-0.2909160788
8924,0.3420297934,-0.2357612637,0.4703249512,1.056893071,0.9901114958,-0.5187044143,-0.1378639896,-0.2923634581
8925,0.3420297934,-0.2357612637,0.4703249512,1.056893071,0.9901114958,-0.5187044143,-0.1378639896,-0.2923634581
8926,0.3401654469,-0.2338293147,0.4734851346,1.046597195,0.9749722418,-0.5163755441,-0.1207418647,-0.314747998
8927,0.3401654469,-0.2338293147,0.4734851346,1.046597195,0.9749722418,-0.5163755441,-0.1207418647,-0.314747998
8928,0.3398342252,-0.2135816809,0.4885366485,1.055668448,0.9857171727,-0.5114763312,-0.1067194346,-0.3196572818
8929,0.3455043806,-0.2016979963,0.4715364326,1.0541545,0.9773336416,-0.5262307229,-0.1175692733,-0.3275661251
8930,0.3455043806,-0.2016979963,0.4715364326,1.0541545,0.9773336416,-0.5262307229,-0.1175692733,-0.3275661251
8931,0.3455043806,-0.2016979963,0.4715364326,1.0541545,0.9773336416,-0.5262307229,-0.1175692733,-0.3275661251
8932,0.3455043806,-0.2016979963,0.4715364326,1.0541545,0.9773336416,-0.5262307229,-0.1175692733,-0.3275661251
8933,0.3455043806,-0.2016979963,0.4715364326,1.0541545,0.9773336416,-0.5262307229,-0.1175692733,-0.3275661251
8934,0.3368135365,-0.1964039019,0.4673181166,1.059242154,0.9684984951,-0.5262354613,-0.1084730917,-0.3126937066
8935,0.3214332329,-0.2067888714,0.4686259478,1.043370765,0.9893461901,-0.5219994566,-0.1122637796,-0.3072479276
8936,0.3214332329,-0.2067888714,0.4686259478,1.043370765,0.9893461901,-0.5219994566,-0.1122637796,-0.3072479276
8937,0.3440269215,-0.2214076177,0.4634985583,1.030587895,0.9967387924,-0.5275097408,-0.09838000593,-0.3027317806
8938,0.3440269215,-0.2214076177,0.4634985583,1.030587895,0.9967387924,-0.5275097408,-0.09838000593,-0.3027317806
8939,0.3440269215,-0.2214076177,0.4634985583,1.030587895,0.9967387924,-0.5275097408,-0.09838000593,-0.3027317806
8940,0.3440269215,-0.2214076177,0.4634985583,1.030587895,0.9967387924,-0.5275097408,-0.09838000593,-0.3027317806
8941,0.3440269215,-0.2214076177,0.4634985583,1.030587895,0.9967387924,-0.5275097408,-0.09838000593,-0.3027317806
8942,0.3370659897,-0.2558761129,0.4722934749,1.025850479,0.9890393096,-0.5222700195,-0.1042770211,-0.3162525144
8943,0.3370659897,-0.2558761129,0.4722934749,1.025850479,0.9890393096,-0.5222700195,-0.1042770211,-0.3162525144
8944,0.3370659897,-0.2558761129,0.4722934749,1.025850479,0.9890393096,-0.5222700195,-0.1042770211,-0.3162525144
8945,0.3370659897,-0.2558761129,0.4722934749,1.025850479,0.9890393096,-0.5222700195,-0.1042770211,-0.3162525144
8946,0.3388580447,-0.2500281263,0.4800177817,1.034905565,0.9848143622,-0.5314024828,-0.1040740881,-0.3152202001
8947,0.3455346763,-0.241247299,0.4772345387,1.035317212,0.9890647907,-0.5336869504,-0.1145899228,-0.3135834032
8948,0.3455346763,-0.241247299,0.4772345387,1.035317212,0.9890647907,-0.5336869504,-0.1145899228,-0.3135834032
8949,0.3455346763,-0.241247299,0.4772345387,1.035317212,0.9890647907,-0.5336869504,-0.1145899228,-0.3135834032
8950,0.3455346763,-0.241247299,0.4772345387,1.035317212,0.9890647907,-0.5336869504,-0.1145899228,-0.3135834032
8951,0.3455346763,-0.241247299,0.4772345387,1.035317212,0.9890647907,-0.5336869504,-0.1145899228,-0.3135834032
8952,0.3622950655,-0.2496086579,0.4778106542,1.03015027,0.980553077,-0.4970483557,-0.09631111724,-0.3014728492
8953,0.3622950655,-0.2496086579,0.4778106542,1.03015027,0.980553077,-0.4970483557,-0.09631111724,-0.3014728492
8954,0.3405808725,-0.2441900699,0.4873226223,1.001836264,0.9727933995,-0.4961848905,-0.08583110024,-0.298889146
8955,0.3405808725,-0.2441900699,0.4873226223,1.001836264,0.9727933995,-0.4961848905,-0.08583110024,-0.298889146
8956,0.3405808725,-0.2441900699,0.4873226223,1.001836264,0.9727933995,-0.4961848905,-0.08583110024,-0.298889146
8957,0.3405808725,-0.2441900699,0.4873226223,1.001836264,0.9727933995,-0.4961848905,-0.08583110024,-0.298889146
8958,0.3405808725,-0.2441900699,0.4873226223,1.001836264,0.9727933995,-0.4961848905,-0.08583110024,-0.298889146
8959,0.3405808725,-0.2441900699,0.4873226223,1.001836264,0.9727933995,-0.4961848905,-0.08583110024,-0.298889146
8960,0.3405808725,-0.2441900699,0.4873226223,1.001836264,0.9727933995,-0.4961848905,-0.08583110024,-0.298889146
8961,0.3472197987,-0.2518787991,0.5143275486,1.003625259,0.9730555628,-0.4827758078,-0.08818208757,-0.297060201
8962,0.358752119,-0.2672471545,0.5044052714,1.010406872,0.960550861,-0.471560812,-0.1030302826,-0.3116380445
8963,0.373744191,-0.2403420858,0.4952565367,1.009860631,0.9811094046,-0.4665798283,-0.1080812188,-0.3027240741
8964,0.373744191,-0.2403420858,0.4952565367,1.009860631,0.9811094046,-0.4665798283,-0.1080812188,-0.3027240741
8965,0.373744191,-0.2403420858,0.4952565367,1.009860631,0.9811094046,-0.4665798283,-0.1080812188,-0.3027240741
8966,0.3750777686,-0.2553169146,0.4930742423,1.006521754,0.9842577826,-0.4605057381,-0.09365196695,-0.3016163372
8967,0.3750777686,-0.2553169146,0.4930742423,1.006521754,0.9842577826,-0.4605057381,-0.09365196695,-0.3016163372
8968,0.3750777686,-0.2553169146,0.4930742423,1.006521754,0.9842577826,-0.4605057381,-0.09365196695,-0.3016163372
8969,0.3750777686,-0.2553169146,0.4930742423,1.006521754,0.9842577826,-0.4605057381,-0.09365196695,-0.3016163372
8970,0.3499106801,-0.2452043282,0.494930629,1.009664323,0.9948879049,-0.4461079661,-0.1110703037,-0.3065854509
8971,0.3499106801,-0.2452043282,0.494930629,1.009664323,0.9948879049,-0.4461079661,-0.1110703037,-0.3065854509
8972,0.3499106801,-0.2452043282,0.494930629,1.009664323,0.9948879049,-0.4461079661,-0.1110703037,-0.3065854509
8973,0.3499106801,-0.2452043282,0.494930629,1.009664323,0.9948879049,-0.4461079661,-0.1110703037,-0.3065854509
8974,0.3517962076,-0.2291073314,0.4955473646,0.9902105252,0.9885141876,-0.4537407124,-0.1343383423,-0.2929524786
8975,0.3463609351,-0.2209685065,0.5041270033,0.9933458153,1.011351699,-0.4548228977,-0.13386939,-0.275563597
8976,0.3463609351,-0.2209685065,0.5041270033,0.9933458153,1.011351699,-0.4548228977,-0.13386939,-0.275563597
8977,0.3463609351,-0.2209685065,0.5041270033,0.9933458153,1.011351699,-0.4548228977,-0.13386939,-0.275563597
8978,0.3463609351,-0.2209685065,0.5041270033,0.9933458153,1.011351699,-0.4548228977,-0.13386939,-0.275563597
8979,0.3463609351,-0.2209685065,0.5041270033,0.9933458153,1.011351699,-0.4548228977,-0.13386939,-0.275563597
8980,0.3228554834,-0.2072779182,0.4853782452,1.009288474,1.026957529,-0.4648729558,-0.1178511519,-0.2583303126
8981,0.3228554834,-0.2072779182,0.4853782452,1.009288474,1.026957529,-0.4648729558,-0.1178511519,-0.2583303126
8982,0.3228554834,-0.2072779182,0.4853782452,1.009288474,1.026957529,-0.4648729558,-0.1178511519,-0.2583303126
8983,0.3319404866,-0.2207491196,0.4798726848,1.013535626,1.008418806,-0.4847885758,-0.1082684399,-0.2773189451
8984,0.3319404866,-0.2207491196,0.4798726848,1.013535626,1.008418806,-0.4847885758,-0.1082684399,-0.2773189451
8985,0.3319404866,-0.2207491196,0.4798726848,1.013535626,1.008418806,-0.4847885758,-0.1082684399,-0.2773189451
8986,0.3319404866,-0.2207491196,0.4798726848,1.013535626,1.008418806,-0.4847885758,-0.1082684399,-0.2773189451
8987,0.3319404866,-0.2207491196,0.4798726848,1.013535626,1.008418806,-0.4847885758,-0.1082684399,-0.2773189451
8988,0.3319404866,-0.2207491196,0.4798726848,1.013535626,1.008418806,-0.4847885758,-0.1082684399,-0.2773189451
8989,0.3291618623,-0.2219046084,0.4960364186,1.014809851,1.014803688,-0.4807699301,-0.1108303487,-0.2720317778
8990,0.3291618623,-0.2219046084,0.4960364186,1.014809851,1.014803688,-0.4807699301,-0.1108303487,-0.2720317778
8991,0.3291618623,-0.2219046084,0.4960364186,1.014809851,1.014803688,-0.4807699301,-0.1108303487,-0.2720317778
8992,0.3380907854,-0.217406597,0.4937115419,1.020166595,1.017762586,-0.4879169931,-0.1109887721,-0.2851665402
8993,0.3380907854,-0.217406597,0.4937115419,1.020166595,1.017762586,-0.4879169931,-0.1109887721,-0.2851665402
8994,0.3380907854,-0.217406597,0.4937115419,1.020166595,1.017762586,-0.4879169931,-0.1109887721,-0.2851665402
8995,0.3380907854,-0.217406597,0.4937115419,1.020166595,1.017762586,-0.4879169931,-0.1109887721,-0.2851665402
8996,0.3380907854,-0.217406597,0.4937115419,1.020166595,1.017762586,-0.4879169931,-0.1109887721,-0.2851665402
8997,0.3380907854,-0.217406597,0.4937115419,1.020166595,1.017762586,-0.4879169931,-0.1109887721,-0.2851665402
8998,0.3380907854,-0.217406597,0.4937115419,1.020166595,1.017762586,-0.4879169931,-0.1109887721,-0.2851665402
8999,0.3380907854,-0.217406597,0.4937115419,1.020166595,1.017762586,-0.4879169931,-0.1109887721,-0.2851665402
9000,0.3380907854,-0.217406597,0.4937115419,1.020166595,1.017762586,-0.4879169931,-0.1109887721,-0.2851665402
9001,0.3380907854,-0.217406597,0.4937115419,1.020166595,1.017762586,-0.4879169931,-0.1109887721,-0.2851665402
9002,0.3380907854,-0.217406597,0.4937115419,1.020166595,1.017762586,-0.4879169931,-0.1109887721,-0.2851665402
9003,0.3380907854,-0.217406597,0.4937115419,1.020166595,1.017762586,-0.4879169931,-0.1109887721,-0.2851665402
9004,0.3380907854,-0.217406597,0.4937115419,1.020166595,1.017762586,-0.4879169931,-0.1109887721,-0.2851665402
9005,0.3380907854,-0.217406597,0.4937115419,1.020166595,1.017762586,-0.4879169931,-0.1109887721,-0.2851665402
9006,0.3389174375,-0.190321427,0.4819792939,1.021787226,1.023048585,-0.4942433724,-0.1209182114,-0.2842129076
9007,0.3389174375,-0.190321427,0.4819792939,1.021787226,1.023048585,-0.4942433724,-0.1209182114,-0.2842129076
9008,0.3389174375,-0.190321427,0.4819792939,1.021787226,1.023048585,-0.4942433724,-0.1209182114,-0.2842129076
9009,0.3389174375,-0.190321427,0.4819792939,1.021787226,1.023048585,-0.4942433724,-0.1209182114,-0.2842129076
9010,0.3389174375,-0.190321427,0.4819792939,1.021787226,1.023048585,-0.4942433724,-0.1209182114,-0.2842129076
9011,0.3389174375,-0.190321427,0.4819792939,1.021787226,1.023048585,-0.4942433724,-0.1209182114,-0.2842129076
9012,0.3368575967,-0.1971870053,0.4743438892,1.014094615,1.01788682,-0.4799805847,-0.1367613236,-0.2797597225
9013,0.3368575967,-0.1971870053,0.4743438892,1.014094615,1.01788682,-0.4799805847,-0.1367613236,-0.2797597225
9014,0.3368575967,-0.1971870053,0.4743438892,1.014094615,1.01788682,-0.4799805847,-0.1367613236,-0.2797597225
9015,0.3368575967,-0.1971870053,0.4743438892,1.014094615,1.01788682,-0.4799805847,-0.1367613236,-0.2797597225
9016,0.3368575967,-0.1971870053,0.4743438892,1.014094615,1.01788682,-0.4799805847,-0.1367613236,-0.2797597225
9017,0.3368575967,-0.1971870053,0.4743438892,1.014094615,1.01788682,-0.4799805847,-0.1367613236,-0.2797597225
9018,0.3368575967,-0.1971870053,0.4743438892,1.014094615,1.01788682,-0.4799805847,-0.1367613236,-0.2797597225
9019,0.3368575967,-0.1971870053,0.4743438892,1.014094615,1.01788682,-0.4799805847,-0.1367613236,-0.2797597225
9020,0.3370682655,-0.2031555462,0.4657215259,1.023203776,1.004135256,-0.4780038189,-0.1482565999,-0.2839567111
9021,0.3265406719,-0.2090671771,0.4467402157,1.016272754,0.9753709196,-0.4783740856,-0.1515348195,-0.290974194
9022,0.3265406719,-0.2090671771,0.4467402157,1.016272754,0.9753709196,-0.4783740856,-0.1515348195,-0.290974194
9023,0.3358913036,-0.2218780277,0.4586624699,1.037374263,0.9603150602,-0.4989290864,-0.1670666671,-0.2761466734
9024,0.3358913036,-0.2218780277,0.4586624699,1.037374263,0.9603150602,-0.4989290864,-0.1670666671,-0.2761466734
9025,0.3358913036,-0.2218780277,0.4586624699,1.037374263,0.9603150602,-0.4989290864,-0.1670666671,-0.2761466734
9026,0.3358913036,-0.2218780277,0.4586624699,1.037374263,0.9603150602,-0.4989290864,-0.1670666671,-0.2761466734
9027,0.3349621492,-0.2222180542,0.4768931264,1.04530528,0.9562114764,-0.4765620437,-0.1503062431,-0.2843635048
9028,0.3349621492,-0.2222180542,0.4768931264,1.04530528,0.9562114764,-0.4765620437,-0.1503062431,-0.2843635048
9029,0.3309489824,-0.224826749,0.4646671703,1.03254385,0.9727126725,-0.4728762326,-0.1677338862,-0.2814549374
9030,0.3309489824,-0.224826749,0.4646671703,1.03254385,0.9727126725,-0.4728762326,-0.1677338862,-0.2814549374
9031,0.3309489824,-0.224826749,0.4646671703,1.03254385,0.9727126725,-0.4728762326,-0.1677338862,-0.2814549374
9032,0.3309489824,-0.224826749,0.4646671703,1.03254385,0.9727126725,-0.4728762326,-0.1677338862,-0.2814549374
9033,0.3392541144,-0.2312179103,0.4846663387,1.039388835,0.9671909864,-0.4771069801,-0.1889066224,-0.2687529382
9034,0.3244051578,-0.2192879807,0.4970769968,1.042301215,0.9639797613,-0.4760095263,-0.1782811119,-0.2692562606
9035,0.3299716424,-0.2284689653,0.4985514953,1.034825946,0.9764202426,-0.4877354547,-0.1742266903,-0.2555806545
9036,0.3299716424,-0.2284689653,0.4985514953,1.034825946,0.9764202426,-0.4877354547,-0.1742266903,-0.2555806545
9037,0.330887506,-0.2324383348,0.5115777333,1.02844329,0.9708252898,-0.5029675785,-0.1798601726,-0.2704561291
9038,0.330887506,-0.2324383348,0.5115777333,1.02844329,0.9708252898,-0.5029675785,-0.1798601726,-0.2704561291
9039,0.3214820525,-0.2395996672,0.5105543018,1.031180002,0.9587771263,-0.5072464561,-0.1809781255,-0.2707718941
9040,0.334606976,-0.2418626144,0.5019976356,1.010311238,0.9765977993,-0.4892778523,-0.2092089574,-0.2571943687
9041,0.3409011929,-0.2586733262,0.5084186716,1.010163853,0.9655615741,-0.4946179038,-0.211651378,-0.2628950956
9042,0.3409011929,-0.2586733262,0.5084186716,1.010163853,0.9655615741,-0.4946179038,-0.211651378,-0.2628950956
9043,0.3409011929,-0.2586733262,0.5084186716,1.010163853,0.9655615741,-0.4946179038,-0.211651378,-0.2628950956
9044,0.3409011929,-0.2586733262,0.5084186716,1.010163853,0.9655615741,-0.4946179038,-0.211651378,-0.2628950956
9045,0.3409011929,-0.2586733262,0.5084186716,1.010163853,0.9655615741,-0.4946179038,-0.211651378,-0.2628950956
9046,0.3409011929,-0.2586733262,0.5084186716,1.010163853,0.9655615741,-0.4946179038,-0.211651378,-0.2628950956
9047,0.3409011929,-0.2586733262,0.5084186716,1.010163853,0.9655615741,-0.4946179038,-0.211651378,-0.2628950956
9048,0.3409011929,-0.2586733262,0.5084186716,1.010163853,0.9655615741,-0.4946179038,-0.211651378,-0.2628950956
9049,0.3409011929,-0.2586733262,0.5084186716,1.010163853,0.9655615741,-0.4946179038,-0.211651378,-0.2628950956
9050,0.3360885607,-0.2506235249,0.5148161202,0.9986695694,0.9681962114,-0.4913691229,-0.1973322967,-0.2848069906
9051,0.3360885607,-0.2506235249,0.5148161202,0.9986695694,0.9681962114,-0.4913691229,-0.1973322967,-0.2848069906
9052,0.3360885607,-0.2506235249,0.5148161202,0.9986695694,0.9681962114,-0.4913691229,-0.1973322967,-0.2848069906
9053,0.3360885607,-0.2506235249,0.5148161202,0.9986695694,0.9681962114,-0.4913691229,-0.1973322967,-0.2848069906
9054,0.3360885607,-0.2506235249,0.5148161202,0.9986695694,0.9681962114,-0.4913691229,-0.1973322967,-0.2848069906
9055,0.3362973075,-0.2497175872,0.5045620575,0.9901462506,0.9653794728,-0.50593276,-0.2049973323,-0.2819475625
9056,0.3300247128,-0.2517790734,0.507465014,0.9900736647,0.9593542566,-0.5170979984,-0.1823105332,-0.2860486855
9057,0.3300247128,-0.2517790734,0.507465014,0.9900736647,0.9593542566,-0.5170979984,-0.1823105332,-0.2860486855
9058,0.3300247128,-0.2517790734,0.507465014,0.9900736647,0.9593542566,-0.5170979984,-0.1823105332,-0.2860486855
9059,0.3300247128,-0.2517790734,0.507465014,0.9900736647,0.9593542566,-0.5170979984,-0.1823105332,-0.2860486855
9060,0.3300247128,-0.2517790734,0.507465014,0.9900736647,0.9593542566,-0.5170979984,-0.1823105332,-0.2860486855
9061,0.3300247128,-0.2517790734,0.507465014,0.9900736647,0.9593542566,-0.5170979984,-0.1823105332,-0.2860486855
9062,0.3300247128,-0.2517790734,0.507465014,0.9900736647,0.9593542566,-0.5170979984,-0.1823105332,-0.2860486855
9063,0.3300247128,-0.2517790734,0.507465014,0.9900736647,0.9593542566,-0.5170979984,-0.1823105332,-0.2860486855
9064,0.3300247128,-0.2517790734,0.507465014,0.9900736647,0.9593542566,-0.5170979984,-0.1823105332,-0.2860486855
9065,0.3300247128,-0.2517790734,0.507465014,0.9900736647,0.9593542566,-0.5170979984,-0.1823105332,-0.2860486855
9066,0.3270409579,-0.2407270636,0.4964091977,0.969785313,0.9736387374,-0.5098411988,-0.1920548709,-0.2802945232
9067,0.3270409579,-0.2407270636,0.4964091977,0.969785313,0.9736387374,-0.5098411988,-0.1920548709,-0.2802945232
9068,0.3301435248,-0.2501897548,0.4954807511,0.9670328863,0.9730740001,-0.5133024635,-0.1960943722,-0.2925468839
9069,0.3301435248,-0.2501897548,0.4954807511,0.9670328863,0.9730740001,-0.5133024635,-0.1960943722,-0.2925468839
9070,0.3297758918,-0.2450456039,0.4854496645,0.9501684936,0.9808725429,-0.5375917488,-0.1799907626,-0.3004052183
9071,0.3323925492,-0.2518287603,0.4593208475,0.950625096,1.006397899,-0.5464113514,-0.1858444067,-0.297203583
9072,0.3432158288,-0.2233745449,0.469299778,0.9365876689,0.9784714029,-0.5547806667,-0.1730827563,-0.2970928688
9073,0.3432158288,-0.2233745449,0.469299778,0.9365876689,0.9784714029,-0.5547806667,-0.1730827563,-0.2970928688
9074,0.3432158288,-0.2233745449,0.469299778,0.9365876689,0.9784714029,-0.5547806667,-0.1730827563,-0.2970928688
9075,0.3432158288,-0.2233745449,0.469299778,0.9365876689,0.9784714029,-0.5547806667,-0.1730827563,-0.2970928688
9076,0.3432158288,-0.2233745449,0.469299778,0.9365876689,0.9784714029,-0.5547806667,-0.1730827563,-0.2970928688
9077,0.3230183951,-0.2071424661,0.4507662829,0.9368723518,0.9747652644,-0.5601253472,-0.1625734899,-0.2921252389
9078,0.3230183951,-0.2071424661,0.4507662829,0.9368723518,0.9747652644,-0.5601253472,-0.1625734899,-0.2921252389
9079,0.328416086,-0.2164730597,0.4673990367,0.9400771576,0.9741285209,-0.5304937908,-0.1360762282,-0.2938002276
9080,0.3460108422,-0.2011029437,0.4459452287,0.9500297099,0.9762086397,-0.5193348084,-0.1128703847,-0.2984550189
9081,0.3460108422,-0.2011029437,0.4459452287,0.9500297099,0.9762086397,-0.5193348084,-0.1128703847,-0.2984550189
9082,0.3460108422,-0.2011029437,0.4459452287,0.9500297099,0.9762086397,-0.5193348084,-0.1128703847,-0.2984550189
9083,0.3376896757,-0.1907856435,0.4397428187,0.9681785374,0.9857579377,-0.5251530003,-0.10800315,-0.2978170396
9084,0.3458271295,-0.18981627,0.4204114768,0.9703653014,1.003956211,-0.5320880407,-0.1073739534,-0.2962160453
9085,0.3458271295,-0.18981627,0.4204114768,0.9703653014,1.003956211,-0.5320880407,-0.1073739534,-0.2962160453
9086,0.3415115478,-0.1838593597,0.4116368664,0.980092198,0.9965097263,-0.5127280438,-0.09003110897,-0.2839256355
9087,0.3415115478,-0.1838593597,0.4116368664,0.980092198,0.9965097263,-0.5127280438,-0.09003110897,-0.2839256355
9088,0.3415115478,-0.1838593597,0.4116368664,0.980092198,0.9965097263,-0.5127280438,-0.09003110897,-0.2839256355
9089,0.3522409124,-0.177801539,0.4207766029,0.9897241182,0.9915728147,-0.5199151014,-0.1049533746,-0.2906629278
9090,0.3522409124,-0.177801539,0.4207766029,0.9897241182,0.9915728147,-0.5199151014,-0.1049533746,-0.2906629278
9091,0.3522409124,-0.177801539,0.4207766029,0.9897241182,0.9915728147,-0.5199151014,-0.1049533746,-0.2906629278
9092,0.3522409124,-0.177801539,0.4207766029,0.9897241182,0.9915728147,-0.5199151014,-0.1049533746,-0.2906629278
9093,0.3445322662,-0.1612993901,0.3962268402,0.9689296658,0.9910187433,-0.5311662349,-0.08578832364,-0.3091987595
9094,0.3445322662,-0.1612993901,0.3962268402,0.9689296658,0.9910187433,-0.5311662349,-0.08578832364,-0.3091987595
9095,0.3445322662,-0.1612993901,0.3962268402,0.9689296658,0.9910187433,-0.5311662349,-0.08578832364,-0.3091987595
9096,0.3445322662,-0.1612993901,0.3962268402,0.9689296658,0.9910187433,-0.5311662349,-0.08578832364,-0.3091987595
9097,0.3445322662,-0.1612993901,0.3962268402,0.9689296658,0.9910187433,-0.5311662349,-0.08578832364,-0.3091987595
9098,0.3445322662,-0.1612993901,0.3962268402,0.9689296658,0.9910187433,-0.5311662349,-0.08578832364,-0.3091987595
9099,0.3403911328,-0.1747100037,0.4248850948,0.9651811374,0.99607087,-0.536647729,-0.08063271978,-0.3145541309
9100,0.3388766321,-0.196643485,0.4399886583,0.9974667517,0.9866756846,-0.5332762835,-0.09204916797,-0.308560272
9101,0.3388766321,-0.196643485,0.4399886583,0.9974667517,0.9866756846,-0.5332762835,-0.09204916797,-0.308560272
9102,0.3388766321,-0.196643485,0.4399886583,0.9974667517,0.9866756846,-0.5332762835,-0.09204916797,-0.308560272
9103,0.3515267805,-0.1845034258,0.4390824267,0.9877559605,0.9949044859,-0.5381232907,-0.1116259564,-0.3111427136
9104,0.3515267805,-0.1845034258,0.4390824267,0.9877559605,0.9949044859,-0.5381232907,-0.1116259564,-0.3111427136
9105,0.3515267805,-0.1845034258,0.4390824267,0.9877559605,0.9949044859,-0.5381232907,-0.1116259564,-0.3111427136
9106,0.3515267805,-0.1845034258,0.4390824267,0.9877559605,0.9949044859,-0.5381232907,-0.1116259564,-0.3111427136
9107,0.3515267805,-0.1845034258,0.4390824267,0.9877559605,0.9949044859,-0.5381232907,-0.1116259564,-0.3111427136
9108,0.3515267805,-0.1845034258,0.4390824267,0.9877559605,0.9949044859,-0.5381232907,-0.1116259564,-0.3111427136
9109,0.3606794079,-0.1997941265,0.4411828138,1.003940468,1.008434198,-0.5450803322,-0.1018710737,-0.3090200761
9110,0.337172066,-0.1754585294,0.4302344213,0.9868863139,1.012732891,-0.5447112713,-0.09960367279,-0.299741148
9111,0.337172066,-0.1754585294,0.4302344213,0.9868863139,1.012732891,-0.5447112713,-0.09960367279,-0.299741148
9112,0.337172066,-0.1754585294,0.4302344213,0.9868863139,1.012732891,-0.5447112713,-0.09960367279,-0.299741148
9113,0.3426899353,-0.1832893536,0.4067757001,1.014425377,1.005152798,-0.5413514505,-0.09501180658,-0.2845854136
9114,0.3426899353,-0.1832893536,0.4067757001,1.014425377,1.005152798,-0.5413514505,-0.09501180658,-0.2845854136
9115,0.3421235012,-0.1751878518,0.4241938027,0.9933159276,0.9700261712,-0.5358527675,-0.1001420379,-0.2851004005
9116,0.3421235012,-0.1751878518,0.4241938027,0.9933159276,0.9700261712,-0.5358527675,-0.1001420379,-0.2851004005
9117,0.3364211803,-0.1930525284,0.4340663953,1.008233711,0.9706350051,-0.5196279063,-0.1129163531,-0.2818198443
9118,0.3364211803,-0.1930525284,0.4340663953,1.008233711,0.9706350051,-0.5196279063,-0.1129163531,-0.2818198443
9119,0.3364211803,-0.1930525284,0.4340663953,1.008233711,0.9706350051,-0.5196279063,-0.1129163531,-0.2818198443
9120,0.3364211803,-0.1930525284,0.4340663953,1.008233711,0.9706350051,-0.5196279063,-0.1129163531,-0.2818198443
9121,0.3364211803,-0.1930525284,0.4340663953,1.008233711,0.9706350051,-0.5196279063,-0.1129163531,-0.2818198443
9122,0.3364211803,-0.1930525284,0.4340663953,1.008233711,0.9706350051,-0.5196279063,-0.1129163531,-0.2818198443
9123,0.3350697267,-0.2140772569,0.4375818044,1.034891034,0.9488727009,-0.5220642946,-0.1296392967,-0.3071318055
9124,0.3350697267,-0.2140772569,0.4375818044,1.034891034,0.9488727009,-0.5220642946,-0.1296392967,-0.3071318055
9125,0.3350697267,-0.2140772569,0.4375818044,1.034891034,0.9488727009,-0.5220642946,-0.1296392967,-0.3071318055
9126,0.3380828164,-0.1813090123,0.4243317591,1.026662923,0.9391379119,-0.5252751454,-0.1300224009,-0.3053583104
9127,0.3395651086,-0.177951099,0.4038570755,1.022003784,0.9648790159,-0.530704225,-0.1301533898,-0.2896128178
9128,0.3395651086,-0.177951099,0.4038570755,1.022003784,0.9648790159,-0.530704225,-0.1301533898,-0.2896128178
9129,0.3449251541,-0.1594110011,0.3919778754,1.023848722,0.9619579025,-0.5381684651,-0.1187469323,-0.2827661016
9130,0.3449251541,-0.1594110011,0.3919778754,1.023848722,0.9619579025,-0.5381684651,-0.1187469323,-0.2827661016
9131,0.3449251541,-0.1594110011,0.3919778754,1.023848722,0.9619579025,-0.5381684651,-0.1187469323,-0.2827661016
9132,0.3449251541,-0.1594110011,0.3919778754,1.023848722,0.9619579025,-0.5381684651,-0.1187469323,-0.2827661016
