"iteration","lambda","gamma1","gamma2","sigma1","sigma2","zeta1","zeta2","tau"
228,0.3671492812,-0.2668743079,0.4492419792,0.970002427,0.9792682638,-0.5461060808,-0.1451066539,-0.2712996327
229,0.3671492812,-0.2668743079,0.4492419792,0.970002427,0.9792682638,-0.5461060808,-0.1451066539,-0.2712996327
230,0.3671492812,-0.2668743079,0.4492419792,0.970002427,0.9792682638,-0.5461060808,-0.1451066539,-0.2712996327
231,0.3585010009,-0.274726027,0.4406387763,0.9682044839,0.9955085072,-0.5547468887,-0.159692614,-0.2798309265
232,0.3489246304,-0.275827568,0.4443189043,0.9495560601,0.9996066334,-0.5552293834,-0.1378063646,-0.2865421814
233,0.3489246304,-0.275827568,0.4443189043,0.9495560601,0.9996066334,-0.5552293834,-0.1378063646,-0.2865421814
234,0.3489246304,-0.275827568,0.4443189043,0.9495560601,0.9996066334,-0.5552293834,-0.1378063646,-0.2865421814
235,0.3489246304,-0.275827568,0.4443189043,0.9495560601,0.9996066334,-0.5552293834,-0.1378063646,-0.2865421814
236,0.3489246304,-0.275827568,0.4443189043,0.9495560601,0.9996066334,-0.5552293834,-0.1378063646,-0.2865421814
237,0.3595945916,-0.2634623642,0.4240406592,0.9668262694,0.9926885714,-0.5695760542,-0.1468730362,-0.3051792753
238,0.3465583635,-0.2507281167,0.4140694643,0.9613658258,0.9949830654,-0.5622979021,-0.1506831337,-0.2979884911
239,0.3465583635,-0.2507281167,0.4140694643,0.9613658258,0.9949830654,-0.5622979021,-0.1506831337,-0.2979884911
240,0.3584316379,-0.2386116382,0.4246010054,0.9717459157,0.996027625,-0.5610649201,-0.109837657,-0.2783093508
241,0.3584316379,-0.2386116382,0.4246010054,0.9717459157,0.996027625,-0.5610649201,-0.109837657,-0.2783093508
242,0.3584316379,-0.2386116382,0.4246010054,0.9717459157,0.996027625,-0.5610649201,-0.109837657,-0.2783093508
243,0.3568543922,-0.2484451829,0.4305562974,0.9727833225,0.9874429793,-0.5570970819,-0.105213669,-0.2774853657
244,0.3568543922,-0.2484451829,0.4305562974,0.9727833225,0.9874429793,-0.5570970819,-0.105213669,-0.2774853657
245,0.3568543922,-0.2484451829,0.4305562974,0.9727833225,0.9874429793,-0.5570970819,-0.105213669,-0.2774853657
246,0.3568543922,-0.2484451829,0.4305562974,0.9727833225,0.9874429793,-0.5570970819,-0.105213669,-0.2774853657
247,0.3568543922,-0.2484451829,0.4305562974,0.9727833225,0.9874429793,-0.5570970819,-0.105213669,-0.2774853657
248,0.3568543922,-0.2484451829,0.4305562974,0.9727833225,0.9874429793,-0.5570970819,-0.105213669,-0.2774853657
249,0.3568543922,-0.2484451829,0.4305562974,0.9727833225,0.9874429793,-0.5570970819,-0.105213669,-0.2774853657
250,0.3568543922,-0.2484451829,0.4305562974,0.9727833225,0.9874429793,-0.5570970819,-0.105213669,-0.2774853657
251,0.3568543922,-0.2484451829,0.4305562974,0.9727833225,0.9874429793,-0.5570970819,-0.105213669,-0.2774853657
252,0.3568543922,-0.2484451829,0.4305562974,0.9727833225,0.9874429793,-0.5570970819,-0.105213669,-0.2774853657
253,0.3568543922,-0.2484451829,0.4305562974,0.9727833225,0.9874429793,-0.5570970819,-0.105213669,-0.2774853657
254,0.3618731736,-0.2582385331,0.4116531289,0.9884316601,0.9759871381,-0.5629154779,-0.1129244959,-0.2998175265
255,0.3618731736,-0.2582385331,0.4116531289,0.9884316601,0.9759871381,-0.5629154779,-0.1129244959,-0.2998175265
256,0.3459880228,-0.2637582936,0.4155194152,1.00580001,0.9811064368,-0.5587489915,-0.1142274375,-0.2774616407
257,0.3484532692,-0.268551451,0.4370266245,1.015818636,0.9703612582,-0.5476197914,-0.1082852749,-0.2678234755
258,0.3484532692,-0.268551451,0.4370266245,1.015818636,0.9703612582,-0.5476197914,-0.1082852749,-0.2678234755
259,0.3484532692,-0.268551451,0.4370266245,1.015818636,0.9703612582,-0.5476197914,-0.1082852749,-0.2678234755
260,0.3492146061,-0.2483150117,0.442676511,1.00992785,0.969836205,-0.5321310551,-0.1106684508,-0.2626158221
261,0.3492146061,-0.2483150117,0.442676511,1.00992785,0.969836205,-0.5321310551,-0.1106684508,-0.2626158221
262,0.3492146061,-0.2483150117,0.442676511,1.00992785,0.969836205,-0.5321310551,-0.1106684508,-0.2626158221
263,0.3492146061,-0.2483150117,0.442676511,1.00992785,0.969836205,-0.5321310551,-0.1106684508,-0.2626158221
264,0.3492146061,-0.2483150117,0.442676511,1.00992785,0.969836205,-0.5321310551,-0.1106684508,-0.2626158221
265,0.3492146061,-0.2483150117,0.442676511,1.00992785,0.969836205,-0.5321310551,-0.1106684508,-0.2626158221
266,0.3492146061,-0.2483150117,0.442676511,1.00992785,0.969836205,-0.5321310551,-0.1106684508,-0.2626158221
267,0.3492146061,-0.2483150117,0.442676511,1.00992785,0.969836205,-0.5321310551,-0.1106684508,-0.2626158221
268,0.3492146061,-0.2483150117,0.442676511,1.00992785,0.969836205,-0.5321310551,-0.1106684508,-0.2626158221
269,0.3492146061,-0.2483150117,0.442676511,1.00992785,0.969836205,-0.5321310551,-0.1106684508,-0.2626158221
270,0.3487198555,-0.2691058536,0.458588471,1.012862634,0.9909800312,-0.5184697654,-0.1289084725,-0.2746025707
271,0.3487198555,-0.2691058536,0.458588471,1.012862634,0.9909800312,-0.5184697654,-0.1289084725,-0.2746025707
272,0.3487198555,-0.2691058536,0.458588471,1.012862634,0.9909800312,-0.5184697654,-0.1289084725,-0.2746025707
273,0.3487198555,-0.2691058536,0.458588471,1.012862634,0.9909800312,-0.5184697654,-0.1289084725,-0.2746025707
274,0.3487198555,-0.2691058536,0.458588471,1.012862634,0.9909800312,-0.5184697654,-0.1289084725,-0.2746025707
275,0.375495358,-0.2596178128,0.4452255684,1.024940055,0.9916826417,-0.5101871967,-0.1468465827,-0.2779513398
276,0.375495358,-0.2596178128,0.4452255684,1.024940055,0.9916826417,-0.5101871967,-0.1468465827,-0.2779513398
277,0.375495358,-0.2596178128,0.4452255684,1.024940055,0.9916826417,-0.5101871967,-0.1468465827,-0.2779513398
278,0.375495358,-0.2596178128,0.4452255684,1.024940055,0.9916826417,-0.5101871967,-0.1468465827,-0.2779513398
279,0.3657560285,-0.2690711838,0.4591832959,1.021527561,0.989593535,-0.5119374463,-0.1710100877,-0.3096576549
280,0.3609618886,-0.2722149209,0.4610643427,1.011182739,0.9934970831,-0.5211406482,-0.1518090118,-0.3031851487
281,0.3507032179,-0.2674524704,0.4546774654,1.004686972,1.009051413,-0.5198364291,-0.1449762418,-0.2880574052
282,0.3583653826,-0.2463930456,0.4633282452,0.9816121717,1.007364975,-0.5399370568,-0.1527628375,-0.2781484519
283,0.3583653826,-0.2463930456,0.4633282452,0.9816121717,1.007364975,-0.5399370568,-0.1527628375,-0.2781484519
284,0.3583653826,-0.2463930456,0.4633282452,0.9816121717,1.007364975,-0.5399370568,-0.1527628375,-0.2781484519
285,0.3668347805,-0.2383739732,0.4531724517,0.9891264799,1.012427758,-0.5361730904,-0.1414411012,-0.2805297891
286,0.3668347805,-0.2383739732,0.4531724517,0.9891264799,1.012427758,-0.5361730904,-0.1414411012,-0.2805297891
287,0.3668347805,-0.2383739732,0.4531724517,0.9891264799,1.012427758,-0.5361730904,-0.1414411012,-0.2805297891
288,0.3668347805,-0.2383739732,0.4531724517,0.9891264799,1.012427758,-0.5361730904,-0.1414411012,-0.2805297891
289,0.3668347805,-0.2383739732,0.4531724517,0.9891264799,1.012427758,-0.5361730904,-0.1414411012,-0.2805297891
290,0.3668347805,-0.2383739732,0.4531724517,0.9891264799,1.012427758,-0.5361730904,-0.1414411012,-0.2805297891
291,0.3668347805,-0.2383739732,0.4531724517,0.9891264799,1.012427758,-0.5361730904,-0.1414411012,-0.2805297891
292,0.3734916229,-0.2326564382,0.4495484978,0.989142198,0.9708633389,-0.5257287318,-0.1371351085,-0.2871118422
293,0.3734916229,-0.2326564382,0.4495484978,0.989142198,0.9708633389,-0.5257287318,-0.1371351085,-0.2871118422
294,0.373361101,-0.2325198102,0.463149158,0.9761745772,0.9696525508,-0.5298529884,-0.1483078926,-0.3017210816
295,0.373361101,-0.2325198102,0.463149158,0.9761745772,0.9696525508,-0.5298529884,-0.1483078926,-0.3017210816
296,0.373361101,-0.2325198102,0.463149158,0.9761745772,0.9696525508,-0.5298529884,-0.1483078926,-0.3017210816
297,0.373361101,-0.2325198102,0.463149158,0.9761745772,0.9696525508,-0.5298529884,-0.1483078926,-0.3017210816
298,0.3662601379,-0.2296971972,0.4608982871,0.9798732218,0.9805918388,-0.5078452753,-0.1453740262,-0.3031869356
299,0.3662601379,-0.2296971972,0.4608982871,0.9798732218,0.9805918388,-0.5078452753,-0.1453740262,-0.3031869356
300,0.3662601379,-0.2296971972,0.4608982871,0.9798732218,0.9805918388,-0.5078452753,-0.1453740262,-0.3031869356
301,0.3662601379,-0.2296971972,0.4608982871,0.9798732218,0.9805918388,-0.5078452753,-0.1453740262,-0.3031869356
302,0.3662601379,-0.2296971972,0.4608982871,0.9798732218,0.9805918388,-0.5078452753,-0.1453740262,-0.3031869356
303,0.3662601379,-0.2296971972,0.4608982871,0.9798732218,0.9805918388,-0.5078452753,-0.1453740262,-0.3031869356
304,0.3662601379,-0.2296971972,0.4608982871,0.9798732218,0.9805918388,-0.5078452753,-0.1453740262,-0.3031869356
305,0.3662601379,-0.2296971972,0.4608982871,0.9798732218,0.9805918388,-0.5078452753,-0.1453740262,-0.3031869356
306,0.3769413484,-0.2197317297,0.4645629591,0.9803687517,0.9933659903,-0.5062623572,-0.1665470806,-0.3072360943
307,0.3769413484,-0.2197317297,0.4645629591,0.9803687517,0.9933659903,-0.5062623572,-0.1665470806,-0.3072360943
308,0.3769413484,-0.2197317297,0.4645629591,0.9803687517,0.9933659903,-0.5062623572,-0.1665470806,-0.3072360943
309,0.3769413484,-0.2197317297,0.4645629591,0.9803687517,0.9933659903,-0.5062623572,-0.1665470806,-0.3072360943
310,0.3621284639,-0.2329143337,0.4521767831,0.9749346965,0.9894665464,-0.5146509252,-0.1686464582,-0.3181707387
311,0.3621284639,-0.2329143337,0.4521767831,0.9749346965,0.9894665464,-0.5146509252,-0.1686464582,-0.3181707387
312,0.3620037514,-0.2337291444,0.4707743079,0.976775634,0.9789081004,-0.5236711874,-0.1859095822,-0.3153053164
313,0.3620037514,-0.2337291444,0.4707743079,0.976775634,0.9789081004,-0.5236711874,-0.1859095822,-0.3153053164
314,0.3620037514,-0.2337291444,0.4707743079,0.976775634,0.9789081004,-0.5236711874,-0.1859095822,-0.3153053164
315,0.3620037514,-0.2337291444,0.4707743079,0.976775634,0.9789081004,-0.5236711874,-0.1859095822,-0.3153053164
316,0.3620037514,-0.2337291444,0.4707743079,0.976775634,0.9789081004,-0.5236711874,-0.1859095822,-0.3153053164
317,0.365557532,-0.2422817446,0.4555806431,0.9889870418,1.001329236,-0.5373176878,-0.1866058823,-0.3051589448
318,0.365557532,-0.2422817446,0.4555806431,0.9889870418,1.001329236,-0.5373176878,-0.1866058823,-0.3051589448
319,0.365557532,-0.2422817446,0.4555806431,0.9889870418,1.001329236,-0.5373176878,-0.1866058823,-0.3051589448
320,0.365557532,-0.2422817446,0.4555806431,0.9889870418,1.001329236,-0.5373176878,-0.1866058823,-0.3051589448
321,0.365557532,-0.2422817446,0.4555806431,0.9889870418,1.001329236,-0.5373176878,-0.1866058823,-0.3051589448
322,0.365557532,-0.2422817446,0.4555806431,0.9889870418,1.001329236,-0.5373176878,-0.1866058823,-0.3051589448
323,0.3568433429,-0.2355166904,0.4526923291,0.9761267732,0.9980830131,-0.5245040331,-0.1706951862,-0.3131704288
324,0.3568433429,-0.2355166904,0.4526923291,0.9761267732,0.9980830131,-0.5245040331,-0.1706951862,-0.3131704288
325,0.3568433429,-0.2355166904,0.4526923291,0.9761267732,0.9980830131,-0.5245040331,-0.1706951862,-0.3131704288
326,0.349683365,-0.2329439733,0.4568590878,0.9721714974,0.9863878848,-0.5151913709,-0.1695510667,-0.3134085797
327,0.349683365,-0.2329439733,0.4568590878,0.9721714974,0.9863878848,-0.5151913709,-0.1695510667,-0.3134085797
328,0.349683365,-0.2329439733,0.4568590878,0.9721714974,0.9863878848,-0.5151913709,-0.1695510667,-0.3134085797
329,0.349683365,-0.2329439733,0.4568590878,0.9721714974,0.9863878848,-0.5151913709,-0.1695510667,-0.3134085797
330,0.349683365,-0.2329439733,0.4568590878,0.9721714974,0.9863878848,-0.5151913709,-0.1695510667,-0.3134085797
331,0.349683365,-0.2329439733,0.4568590878,0.9721714974,0.9863878848,-0.5151913709,-0.1695510667,-0.3134085797
332,0.3427271254,-0.2266895461,0.4538728696,0.9880824259,0.9847122633,-0.497519722,-0.1500248869,-0.3294628265
333,0.3427271254,-0.2266895461,0.4538728696,0.9880824259,0.9847122633,-0.497519722,-0.1500248869,-0.3294628265
334,0.3427271254,-0.2266895461,0.4538728696,0.9880824259,0.9847122633,-0.497519722,-0.1500248869,-0.3294628265
335,0.3427271254,-0.2266895461,0.4538728696,0.9880824259,0.9847122633,-0.497519722,-0.1500248869,-0.3294628265
336,0.3427271254,-0.2266895461,0.4538728696,0.9880824259,0.9847122633,-0.497519722,-0.1500248869,-0.3294628265
337,0.3427271254,-0.2266895461,0.4538728696,0.9880824259,0.9847122633,-0.497519722,-0.1500248869,-0.3294628265
338,0.3438240631,-0.2434355393,0.4324071251,0.991652795,0.9846770504,-0.5009288013,-0.1640469009,-0.3359861703
339,0.3438240631,-0.2434355393,0.4324071251,0.991652795,0.9846770504,-0.5009288013,-0.1640469009,-0.3359861703
340,0.3438240631,-0.2434355393,0.4324071251,0.991652795,0.9846770504,-0.5009288013,-0.1640469009,-0.3359861703
341,0.3438240631,-0.2434355393,0.4324071251,0.991652795,0.9846770504,-0.5009288013,-0.1640469009,-0.3359861703
342,0.3438240631,-0.2434355393,0.4324071251,0.991652795,0.9846770504,-0.5009288013,-0.1640469009,-0.3359861703
343,0.3438240631,-0.2434355393,0.4324071251,0.991652795,0.9846770504,-0.5009288013,-0.1640469009,-0.3359861703
344,0.3438240631,-0.2434355393,0.4324071251,0.991652795,0.9846770504,-0.5009288013,-0.1640469009,-0.3359861703
345,0.3438240631,-0.2434355393,0.4324071251,0.991652795,0.9846770504,-0.5009288013,-0.1640469009,-0.3359861703
346,0.3438240631,-0.2434355393,0.4324071251,0.991652795,0.9846770504,-0.5009288013,-0.1640469009,-0.3359861703
347,0.3438240631,-0.2434355393,0.4324071251,0.991652795,0.9846770504,-0.5009288013,-0.1640469009,-0.3359861703
348,0.3629343723,-0.2285384248,0.4394088483,1.008902494,0.9871492118,-0.4968891907,-0.1561488133,-0.3344452856
349,0.3629343723,-0.2285384248,0.4394088483,1.008902494,0.9871492118,-0.4968891907,-0.1561488133,-0.3344452856
350,0.3629343723,-0.2285384248,0.4394088483,1.008902494,0.9871492118,-0.4968891907,-0.1561488133,-0.3344452856
351,0.3629343723,-0.2285384248,0.4394088483,1.008902494,0.9871492118,-0.4968891907,-0.1561488133,-0.3344452856
352,0.3629343723,-0.2285384248,0.4394088483,1.008902494,0.9871492118,-0.4968891907,-0.1561488133,-0.3344452856
353,0.3629343723,-0.2285384248,0.4394088483,1.008902494,0.9871492118,-0.4968891907,-0.1561488133,-0.3344452856
354,0.3629343723,-0.2285384248,0.4394088483,1.008902494,0.9871492118,-0.4968891907,-0.1561488133,-0.3344452856
355,0.3629343723,-0.2285384248,0.4394088483,1.008902494,0.9871492118,-0.4968891907,-0.1561488133,-0.3344452856
356,0.3629343723,-0.2285384248,0.4394088483,1.008902494,0.9871492118,-0.4968891907,-0.1561488133,-0.3344452856
357,0.3629343723,-0.2285384248,0.4394088483,1.008902494,0.9871492118,-0.4968891907,-0.1561488133,-0.3344452856
358,0.3703068031,-0.2168572625,0.4527741071,1.020985841,0.9681183566,-0.4975169878,-0.165729647,-0.3327058046
359,0.3703068031,-0.2168572625,0.4527741071,1.020985841,0.9681183566,-0.4975169878,-0.165729647,-0.3327058046
360,0.3703068031,-0.2168572625,0.4527741071,1.020985841,0.9681183566,-0.4975169878,-0.165729647,-0.3327058046
361,0.3703068031,-0.2168572625,0.4527741071,1.020985841,0.9681183566,-0.4975169878,-0.165729647,-0.3327058046
362,0.3669650903,-0.2333151989,0.4558611251,1.007395585,0.9614316231,-0.506388693,-0.1518078039,-0.3392604344
363,0.3669650903,-0.2333151989,0.4558611251,1.007395585,0.9614316231,-0.506388693,-0.1518078039,-0.3392604344
364,0.3669650903,-0.2333151989,0.4558611251,1.007395585,0.9614316231,-0.506388693,-0.1518078039,-0.3392604344
365,0.3669650903,-0.2333151989,0.4558611251,1.007395585,0.9614316231,-0.506388693,-0.1518078039,-0.3392604344
366,0.3669650903,-0.2333151989,0.4558611251,1.007395585,0.9614316231,-0.506388693,-0.1518078039,-0.3392604344
367,0.3669650903,-0.2333151989,0.4558611251,1.007395585,0.9614316231,-0.506388693,-0.1518078039,-0.3392604344
368,0.3669650903,-0.2333151989,0.4558611251,1.007395585,0.9614316231,-0.506388693,-0.1518078039,-0.3392604344
369,0.3669650903,-0.2333151989,0.4558611251,1.007395585,0.9614316231,-0.506388693,-0.1518078039,-0.3392604344
370,0.3621926674,-0.2204453344,0.4398296558,1.013202818,0.9708855333,-0.5139556109,-0.157435297,-0.3410885335
371,0.3674722016,-0.210737356,0.4311315895,0.9987348764,0.977027821,-0.508004626,-0.1418748178,-0.3469991752
372,0.3537897442,-0.2025182344,0.4298333929,1.002401272,0.9708509081,-0.4942328677,-0.1340785675,-0.3518438725
373,0.3537897442,-0.2025182344,0.4298333929,1.002401272,0.9708509081,-0.4942328677,-0.1340785675,-0.3518438725
374,0.3537897442,-0.2025182344,0.4298333929,1.002401272,0.9708509081,-0.4942328677,-0.1340785675,-0.3518438725
375,0.3537897442,-0.2025182344,0.4298333929,1.002401272,0.9708509081,-0.4942328677,-0.1340785675,-0.3518438725
376,0.3537897442,-0.2025182344,0.4298333929,1.002401272,0.9708509081,-0.4942328677,-0.1340785675,-0.3518438725
377,0.3537897442,-0.2025182344,0.4298333929,1.002401272,0.9708509081,-0.4942328677,-0.1340785675,-0.3518438725
378,0.3537897442,-0.2025182344,0.4298333929,1.002401272,0.9708509081,-0.4942328677,-0.1340785675,-0.3518438725
379,0.3537897442,-0.2025182344,0.4298333929,1.002401272,0.9708509081,-0.4942328677,-0.1340785675,-0.3518438725
380,0.3537897442,-0.2025182344,0.4298333929,1.002401272,0.9708509081,-0.4942328677,-0.1340785675,-0.3518438725
381,0.3588056759,-0.2042595235,0.4312980505,1.006887931,0.9780763903,-0.4674206129,-0.143292962,-0.3628265927
382,0.3588056759,-0.2042595235,0.4312980505,1.006887931,0.9780763903,-0.4674206129,-0.143292962,-0.3628265927
383,0.3588056759,-0.2042595235,0.4312980505,1.006887931,0.9780763903,-0.4674206129,-0.143292962,-0.3628265927
384,0.3510667728,-0.1919963853,0.4152404822,1.014094197,0.9500141871,-0.4562218564,-0.1229229048,-0.3479922077
385,0.3496185172,-0.1928808525,0.4311431646,1.00183988,0.9440118734,-0.4646565552,-0.1295024668,-0.3382456211
386,0.3496185172,-0.1928808525,0.4311431646,1.00183988,0.9440118734,-0.4646565552,-0.1295024668,-0.3382456211
387,0.3496185172,-0.1928808525,0.4311431646,1.00183988,0.9440118734,-0.4646565552,-0.1295024668,-0.3382456211
388,0.3522926506,-0.1927655035,0.431326771,1.018056613,0.9249930071,-0.4757872224,-0.1293095023,-0.3368697108
389,0.3522926506,-0.1927655035,0.431326771,1.018056613,0.9249930071,-0.4757872224,-0.1293095023,-0.3368697108
390,0.3522926506,-0.1927655035,0.431326771,1.018056613,0.9249930071,-0.4757872224,-0.1293095023,-0.3368697108
391,0.3522926506,-0.1927655035,0.431326771,1.018056613,0.9249930071,-0.4757872224,-0.1293095023,-0.3368697108
392,0.3578172871,-0.2008672597,0.4437294411,0.9952160632,0.9489236772,-0.4911565845,-0.1336415895,-0.3235797352
393,0.3578172871,-0.2008672597,0.4437294411,0.9952160632,0.9489236772,-0.4911565845,-0.1336415895,-0.3235797352
394,0.3578172871,-0.2008672597,0.4437294411,0.9952160632,0.9489236772,-0.4911565845,-0.1336415895,-0.3235797352
395,0.3595732802,-0.1908357579,0.4503253338,0.9978472175,0.9568712701,-0.4550972564,-0.1316259855,-0.3400877184
396,0.352625663,-0.1863992894,0.429331488,0.9978046276,0.9530992477,-0.4473889545,-0.1576883218,-0.3369289924
397,0.352521087,-0.1779430765,0.4408232189,0.9940359655,0.9605306138,-0.4475432115,-0.1539430877,-0.322687889
398,0.3599552183,-0.180087953,0.435301273,0.9994252063,0.9616001486,-0.4617044545,-0.1360820175,-0.32383549
399,0.3599552183,-0.180087953,0.435301273,0.9994252063,0.9616001486,-0.4617044545,-0.1360820175,-0.32383549
400,0.3599552183,-0.180087953,0.435301273,0.9994252063,0.9616001486,-0.4617044545,-0.1360820175,-0.32383549
401,0.3599552183,-0.180087953,0.435301273,0.9994252063,0.9616001486,-0.4617044545,-0.1360820175,-0.32383549
402,0.3599552183,-0.180087953,0.435301273,0.9994252063,0.9616001486,-0.4617044545,-0.1360820175,-0.32383549
403,0.3599552183,-0.180087953,0.435301273,0.9994252063,0.9616001486,-0.4617044545,-0.1360820175,-0.32383549
404,0.3599552183,-0.180087953,0.435301273,0.9994252063,0.9616001486,-0.4617044545,-0.1360820175,-0.32383549
405,0.3599552183,-0.180087953,0.435301273,0.9994252063,0.9616001486,-0.4617044545,-0.1360820175,-0.32383549
406,0.3599552183,-0.180087953,0.435301273,0.9994252063,0.9616001486,-0.4617044545,-0.1360820175,-0.32383549
407,0.3599552183,-0.180087953,0.435301273,0.9994252063,0.9616001486,-0.4617044545,-0.1360820175,-0.32383549
